Source:|EM-DAT, CRED / UCLouvain, Brussels, Belgium||||||||||||||||||||||||||||||||||||||||||||||||
|www.emdat.be||||||||||||||||||||||||||||||||||||||||||||||||
Version:|2023-02-11||||||||||||||||||||||||||||||||||||||||||||||||
File creation:|Sat, 11 Feb 2023 21:46:18 CET||||||||||||||||||||||||||||||||||||||||||||||||
Table type:|Custom request||||||||||||||||||||||||||||||||||||||||||||||||
# of records:|2361||||||||||||||||||||||||||||||||||||||||||||||||
Dis No|Year|Seq|Glide|Disaster Group|Disaster Subgroup|Disaster Type|Disaster Subtype|Disaster Subsubtype|Event Name|Country|ISO|Region|Continent|Location|Origin|Associated Dis|Associated Dis2|OFDA Response|Appeal|Declaration|'AID Contribution (''000 US$)'|Dis Mag Value|Dis Mag Scale|Latitude|Longitude|Local Time|River Basin|Start Year|Start Month|Start Day|End Year|End Month|End Day|Total Deaths|No Injured|No Affected|No Homeless|Total Affected|'Reconstruction Costs (''000 US$)'|'Reconstruction Costs, Adjusted (''000 US$)'|'Insured Damages (''000 US$)'|'Insured Damages, Adjusted (''000 US$)'|'Total Damages (''000 US$)'|'Total Damages, Adjusted (''000 US$)'|CPI|Adm Level|Admin1 Code|Admin2 Code|Geo Locations
2010-0633-BIH|2010|0633||Natural|Meteorological|Extreme temperature |Cold wave|||Bosnia and Herzegovina|BIH|Southern Europe|Europe|Banja Luka district (Republika Srpska province)|||||||||°C|||||2010|12|19|2010|12||2|||||||||||74,5094440781961|2||6251|Banja Luka (Adm2). 
2010-0088-CHE|2010|0088||Natural|Meteorological|Storm|Extra-tropical storm||Xynthia|Switzerland|CHE|Western Europe|Europe|Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus, Graubunden, Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces|||||||||Kph|||||2010|2|28|2010|2|28||||||||9000|12079|14000|18790|74,5094440781961|1|2807;2808;2809;2810;2811;2812;2813;2814;2815;2816;2817;2818;2819;2820;2821;2822;2823;2824;2825;2826;2827;2828;2829;2830;2831;2832||Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus, Graubunden, Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich (Adm1). 
2010-0615-CHE|2010|0615||Natural|Meteorological|Extreme temperature |Cold wave|||Switzerland|CHE|Western Europe|Europe|Geneve province|||||||||°C|||||2010|11|30|2010|12|1||||||||||||74,5094440781961|1|2814||Geneve (Adm1). 
2010-0217-CZE|2010|0217||Natural|Hydrological|Flood|Riverine flood|||Czech Republic (the)|CZE|Eastern Europe|Europe|Jihocesky, Jihomoravsky, Praha, Severocesky, Severomoravsky, Stredocesky, Vychodocesky, Zapadocesky provinces|||||||||Km2|||||2010|6|1|2010|6|1|3|||||||||||74,5094440781961|1|1030;1031;1032;1033;1034;1035;1036;1037||Jihocesky, Jihomoravsky, Praha, Severocesky, Severomoravsky, Stredocesky, Vychodocesky, Zapadocesky (Adm1). 
2010-0615-CZE|2010|0615||Natural|Meteorological|Extreme temperature |Cold wave|||Czech Republic (the)|CZE|Eastern Europe|Europe|Praha city (Praha province)|||||||||°C|||||2010|11||2010|12||12|||||||||||74,5094440781961|1|1032||Praha (Adm1). 
2010-0652-DEU|2010|0652||Natural|Meteorological|Storm|Convective storm|Winter storm/Blizzard||Germany|DEU|Western Europe|Europe|Berlin city (Berlin province), Hamburg city (Hamburg province), Düsseldorf city (Düsseldorf district), Gelsenkirchen city (Muenster district) (Nordrhein-Westfalen province), Frankfort city (Darmstadt district, Hessen province)|||||||||Kph|||||2010|12|23|2010|12|24||||||||||||74,5094440781961|1;2|1310;1313|16541;16551;16553|Berlin, Hamburg (Adm1). Darmstadt, Duesseldorf, Muenster (Adm2). 
2010-0088-DEU|2010|0088||Natural|Meteorological|Storm|Extra-tropical storm||Xynthia|Germany|DEU|Western Europe|Europe|Forêt Noire (Bade-Wurtemberg province) ; Nordrhein-Westfalen, Saarland, Hessen provinces||||||||130|Kph|||||2010|2|28|2010|2|28|4|||||||680000|912636|1000000|1342112|74,5094440781961|1|1308;1314;1317;1319||Baden-Wuerttemberg, Hessen, Nordrhein-Westfalen, Saarland (Adm1). 
2010-0615-DEU|2010|0615||Natural|Meteorological|Extreme temperature |Cold wave|||Germany|DEU|Western Europe|Europe|Querfurt area (Sachsen-Anhalt province), Frankfurt airport (Darmstadt district, Hessen province)|||||||||°C|||||2010|11|28|2010|12|1|1|||||||||||74,5094440781961|1;2|1321|16541|Sachsen-Anhalt (Adm1). Darmstadt (Adm2). 
2010-0507-DEU|2010|0507||Technological|Technological|Transport accident|Road|||Germany|DEU|Western Europe|Europe|Near Berlin|||||No|No||||||||2010|9|26|2010|9|26|12|6|||6|||||||74,5094440781961||||
2010-0299-DEU|2010|0299||Technological|Technological|Miscellaneous accident|Other||Stampede|Germany|DEU|Western Europe|Europe|Duisbourg||||||||||||||2010|7|24|2010|7|24|21|650|||650|||||||74,5094440781961||||
2010-0652-DNK|2010|0652||Natural|Meteorological|Storm|Convective storm|Winter storm/Blizzard||Denmark|DNK|Northern Europe|Europe|Bornholm Island (Bornholm district, Bornholm province)|||||||||Kph|||||2010|12|23|2010|12|28||||||||||||74,5094440781961|2||40855|Bornholm (Adm2). 
2010-0088-ESP|2010|0088||Natural|Meteorological|Storm|Extra-tropical storm||Xynthia|Spain|ESP|Southern Europe|Europe|Galicia, Principado de Asturias, Cantabria, País Vasco/Euskadi provinces ; Burgos district (Castilla y León province)||||||||160|Kph|||||2010|2|27|2010|2|28|3|||||||137000|183869|340000|456318|74,5094440781961|1;2|2718;2721;2728;2733|25793|Cantabria, Galicia, Pa??s Vasco/Euskadi, Principado de Asturias (Adm1). Burgos (Adm2). 
2010-0254-ESP|2010|0254||Technological|Technological|Transport accident|Rail|||Spain|ESP|Southern Europe|Europe|Castelldefels Playa|||||No|No||||||||2010|6|23|2010|6|23|12|10|||10|||||||74,5094440781961||||
2010-0652-FRA|2010|0652||Natural|Meteorological|Storm|Convective storm|Winter storm/Blizzard||France|FRA|Western Europe|Europe|Oise, Aisne districts (Picardie province), Ardennes, Aube, Marne districts (Champagne-Ardenne province), Loiret district (Centre province), Yonne district (Bourgogne province) (North departments), Aveyron, Lot, Tarn districts (Midi-Pyrenees province), Corrèze, Creuse districts (Limousin province), Pyrénées-Orientales (Languedoc-Rousillon province)|||||||||Kph|||||2010|12|23|2010|12|24||||||||||||74,5094440781961|2||16255;16265;16266;16267;16269;16289;16291;16292;16299;16303;16304;16313;16314|Aisne, Ardennes, Aube, Aveyron, Correze, Creuse, Loiret, Lot, Marne, Oise, Pyrenees-Orientales, Tarn, Yonne (Adm2). 
2010-0615-FRA|2010|0615||Natural|Meteorological|Extreme temperature |Cold wave|||France|FRA|Western Europe|Europe|Bretagne, Auvergne, Rhones-Alpes provinces|||||||||°C|||||2010|11|28|2010|12|1|3|||||||||||74,5094440781961|1|1250;1253;1270||Auvergne, Bretagne, Rhone-Alpes (Adm1). 
2010-0088-GBR|2010|0088||Natural|Meteorological|Storm|Extra-tropical storm||Xynthia|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|All country selected (no data)|||||||||Kph|||||2010|2|28|2010|2|28||||||||34|46|500|671|74,5094440781961|1|3182;3183;3184;3186||England, Northern Ireland, Scotland, Wales (Adm1). 
2010-0615-GBR|2010|0615||Natural|Meteorological|Extreme temperature |Cold wave|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Highland district (Scotland province)|||||||||°C|||||2010|11|28|2010|12|1||||||||||||74,5094440781961|2||40172|Highland (Adm2). 
2010-0619-GRC|2010|0619|FL-2010-000248|Natural|Hydrological|Flood|Riverine flood|||Greece|GRC|Southern Europe|Europe|Ioanninon district (Ipeiros province)||||||||27315|Km2|40.106|21.46||Strymonas|2010|11|29|2010|12|5|1||150||150|||||||74,5094440781961|2||16693|Ioanninon (Adm2). 
2010-0193-HRV|2010|0193||Natural|Hydrological|Flood|Riverine flood|||Croatia|HRV|Southern Europe|Europe|Slavonski Brod city (Slavonski Brod-posav province), Vinkovci city (Vukovar-srijem province)|Heavy rains||||||||Km2|||||2010|6|3|2010|6|3|||300||300|||||80000|107369|74,5094440781961|1|1002;1006||Slavonski Brod-posav, Vukovar-srijem (Adm1). 
2010-0619-HRV|2010|0619|FL-2010-000248|Natural|Hydrological|Flood|Riverine flood|||Croatia|HRV|Southern Europe|Europe|Metkovic, Opuzen, Ploce, Kula Norinska cities (Dubrovnik-neretva province) |Heavy rains|||||Yes|||Km2|||||2010|12|3|2010|12|3|||810||810|||||||74,5094440781961|1|989||Dubrovnik-neretva (Adm1). 
2010-0633-HRV|2010|0633||Natural|Meteorological|Extreme temperature |Cold wave|||Croatia|HRV|Southern Europe|Europe|Cakovec city (Medimurje province)||||||||-21|°C|||||2010|12|18|2010|12|||||||||||||74,5094440781961|1|996||Medimurje (Adm1). 
2010-0193-HUN|2010|0193||Natural|Hydrological|Flood|Riverine flood|||Hungary|HUN|Eastern Europe|Europe|Borsod-Abauj-Zemplen province|Heavy rains|||Yes||Yes|50||Km2||||Bodva, Tarna, Tarnoca, Sajo, Hernad, Szalajka, Danube rivesr|2010|5|15|2010|6|7|1||2000||2000|||||440000|590529|74,5094440781961|1|1443||Borsod-abauj-zemplen (Adm1). 
2010-0518-HUN|2010|0518|AC-2010-000197|Technological|Technological|Industrial accident|Chemical spill||Toxic sludge spill|Hungary|HUN|Eastern Europe|Europe|Ajka, Vesprem, Gyor Monson Sopron, Vas departments|Rupture réservoir usine aluminium||||No|Yes|||m3|||||2010|10|4|2010|10|4|9|150||7120|7270|||||103000|138238|74,5094440781961||||
2010-0582-ITA|2010|0582||Natural|Hydrological|Flood|Riverine flood|||Italy|ITA|Southern Europe|Europe|Salerno district (Campania provine), Venezia district (Veneto province)|Heavy rains|||||||18725|Km2|45.13|11.14||Sele|2010|11|8|2010|11|11|||300||300|||||||74,5094440781961|2||18333;18418|Salerno, Venezia (Adm2). 
2010-0615-ITA|2010|0615||Natural|Meteorological|Extreme temperature |Cold wave|||Italy|ITA|Southern Europe|Europe|Lombardia, Piemonte, Emilia-romagna, Veneto, Roma district (Lazio province), Bolzano district (Trentino-alto Adige province)|||||||||°C|||||2010|12|1|2010|12|1||||||||||||74,5094440781961|1;2|1620;1624;1627;1635|18350;18409|Emilia-romagna, Lombardia, Piemonte, Veneto (Adm1). Bolzano, Roma (Adm2). 
2010-0148-ITA|2010|0148||Technological|Technological|Transport accident|Rail|||Italy|ITA|Southern Europe|Europe|Merano region|||||No|No||||||||2010|4|12|2010|4|12|11|20|||20|||||||74,5094440781961||||
2011-0320-BEL|2011|0320||Natural|Meteorological|Storm|Convective storm|Lightning/Thunderstorms||Belgium|BEL|Western Europe|Europe|Kiewit village (Limburg district, Vlaams Gewest province)||||||Yes|||Kph|||||2011|8|18|2011|8|18|5|71|||71|||||99000|128803|76,8615953778198|2||5848|Limburg (Adm2). 
2011-0012-BEL|2011|0012||Natural|Hydrological|Flood|Riverine flood|||Belgium|BEL|Western Europe|Europe|Tubize and Rebecq cities (Brabant wallon district), Eupen, Pepinster, Theux cities (Liege district), Rochefort, Dinant, Couvin cities (Namur district), Arlon city (Luxembourg district) (Region wallonne province) |Fonte des neiges et pluies||||||||Km2|||||2011|1|8|2011|1|13||||||||||||76,8615953778198|2||5851;5852;5853;5854|Brabant wallon, Liege, Luxembourg, Namur (Adm2). 
2011-0012-DEU|2011|0012||Natural|Hydrological|Flood|Riverine flood|||Germany|DEU|Western Europe|Europe|Pforzheim (Kalsruhe district), Wertheim, Waiblingen cities (Stuttgart district) (Bade-Wurtemberg province), Wuzrburg, Passeau city (Niederbayern district, Bayern province), Coblence, Treves, Cochem (Rheinland-Pfalz province), Essen city (Duesseldorf district), Bonn city (Koeln district), Bochum city (Arnsberg district) (Nordrhein-Westfalen province) ; Saxe-Anhalt, Brandenburg, Thueringen provinces |Fonte des neiges et pluies||||||||Km2||||Rhin, Moselle|2011|1|8|2011|1|11|4|||||||||||76,8615953778198|1;2|1311;1318;1321;1323|16527;16528;16531;16549;16551;16552|Brandenburg, Rheinland-Pfalz, Sachsen-Anhalt, Thueringen (Adm1). Arnsberg, Duesseldorf, Karlsruhe, Koeln, Niederbayern, Stuttgart (Adm2). 
2011-0035-DEU|2011|0035||Technological|Technological|Transport accident|Rail|||Germany|DEU|Western Europe|Europe|Near Oschersleben (Magdebourg region, Saxe-Anhalt)|||||No|No||||||||2011|1|29|2011|1|29|10|||||||||||76,8615953778198||||
2011-0159-ESP|2011|0159||Natural|Geophysical|Earthquake|Ground movement|||Spain|ESP|Southern Europe|Europe|Lorca municipality (Murcia district, Region de Murcia)||||||||5|Richter|37.699|-1.672|18:47||2011|5|11|2011|5|11|10|300||15000|15300|||100000|130104|200000|260208|76,8615953778198|2||25822|Murcia (Adm2). 
2011-0066-EST|2011|0066||Technological|Technological|Miscellaneous accident|Fire||Orphanage|Estonia|EST|Northern Europe|Europe|Haapsalu|||||No|No||||||||2011|2|20|2011|2|20|10|||||||||||76,8615953778198||||
2011-0329-ITA|2011|0329||Natural|Meteorological|Extreme temperature |Heat wave|||Italy|ITA|Southern Europe|Europe|Milano district (Lombardia province), Torino district (Piemonte province), Trieste district (Friuli-venezia Giulia province), Verona district (Veneto province), Messina district (Sicilia province), Roma district (Lazio province), Napoli district (Campania province)||||||||47|°C|||||2011|8|17|2011|8|24|10|||||||||||76,8615953778198|2||18332;18345;18350;18363;18378;18394;18419|Messina, Milano, Napoli, Roma, Torino, Trieste, Verona (Adm2). 
2011-0119-ITA|2011|0119||Technological|Technological|Transport accident|Water||Migrants|Italy|ITA|Southern Europe|Europe|Near Lampedusa|||||No|No||||||||2011|3|15|2011|3|15|35|||||||||||76,8615953778198||||
2011-0128-ITA|2011|0128||Technological|Technological|Transport accident|Water||Migrants|Italy|ITA|Southern Europe|Europe|Near Lampedusa|||||No|No||||||||2011|4|6|2011|4|6|150||48||48|||||||76,8615953778198||||
2009-0410-MKD|2009|0410||Technological|Technological|Transport accident|Water|||Macedonia (the former Yugoslav Republic of)|MKD|Southern Europe|Europe|Ohrid lake|||||No|No||||||||2009|9|5|2009|9|5|15||38||38|||||||73,3071767219387||||
2009-0273-POL|2009|0273||Natural|Meteorological|Storm|Convective storm|Lightning/Thunderstorms||Poland|POL|Eastern Europe|Europe|Chojnice district (Pomorskie province), Krotoszyn, Poznan districts (Wielkopolskie province), Wroclaw district (Dolnoslaskie province), Lodz district (Lodzkie province)||||||||130|Kph|||||2009|7|23|2009|7|24|8|82|||82|||||||73,3071767219387|2||24306;24307;24339;24340;24514;24615;24625;24626|Chojnice, Krotoszyn, Lodz, Lodz I, Poznan, Poznan I, Wroclaw, Wroclaw I (Adm2). 
2009-0571-POL|2009|0571||Natural|Meteorological|Extreme temperature |Cold wave|||Poland|POL|Eastern Europe|Europe|Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces||||||||-35|°C|||||2009|11|1|2010|1|26|298|||||||||||73,3071767219387|1|2370;2371;2372;2373;2374;2375;2376;2377;2378;2379;2380;2381;2382;2383;2384;2385||Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie (Adm1). 
2009-0401-POL|2009|0401||Technological|Technological|Industrial accident|Explosion||Coal mine|Poland|POL|Eastern Europe|Europe|Wujek-Slask (Ruda Slaska, Silesia)|||||No|No|||m3|||||2009|9|18|2009|9|18|20|22|||22|||||||73,3071767219387||||
2009-0571-ROU|2009|0571||Natural|Meteorological|Extreme temperature |Cold wave|||Romania|ROU|Eastern Europe|Europe|Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Dolj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces||||||||-20|°C|||||2009|12|20|2009|12|23|11|||||||||||73,3071767219387|1|2446;2447;2448;2449;2450;2451;2452;2453;2454;2455;2456;2457;2458;2459;2460;2461;2462;2463;2464;2465;2466;2467;2468;2469;2470;2471;2472;2473;2474;2475;2476;2477;2478;2479;2480;2481;2482;2483;2484;2485;2486||Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Dolj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea (Adm1). 
2009-0325-ROU|2009|0325||Technological|Technological|Transport accident|Rail|||Romania|ROU|Eastern Europe|Europe|Near Lasi|||||No|No||||||||2009|8|13|2009|8|13|13|3|||3|||||||73,3071767219387||||
2009-0459-RUS|2009|0459||Technological|Technological|Transport accident|Air||Iliouchine-76|Russian Federation (the)|RUS|Eastern Europe|Europe|Near Mirny (Iakoutie)|||||No|No||||||||2009|11|1|2009|11|1|11|||||||||||73,3071767219387||||
2009-0475-RUS|2009|0475||Technological|Technological|Transport accident|Air||Tupolev-142|Russian Federation (the)|RUS|Eastern Europe|Europe|Khabarovsk region|||||No|No||||||||2009|11|6|2009|11|6|10|||||||||||73,3071767219387||||
2009-0272-RUS|2009|0272||Technological|Technological|Transport accident|Road|||Russian Federation (the)|RUS|Eastern Europe|Europe|Near Rostov|||||No|No||||||||2009|7|24|2009|7|24|25|10|||10|||||||73,3071767219387||||
2009-0496-RUS|2009|0496||Technological|Technological|Miscellaneous accident|Explosion||Military depot|Russian Federation (the)|RUS|Eastern Europe|Europe|Oulianovsk|||||No|No||||||||2009|11|13|2009|11|13|35|||||||||||73,3071767219387||||
2009-0330-RUS|2009|0330||Technological|Technological|Industrial accident|Collapse||Sayano-Shushenskaya Hydro-electric power plant|Russian Federation (the)|RUS|Eastern Europe|Europe|Khakassia region (Siberia)|||||No|No|||m3|||||2009|8|17|2009|8|17|75|14|||14|||||1320000|1800642|73,3071767219387||||
2009-0534-RUS|2009|0534||Technological|Technological|Miscellaneous accident|Fire||Nighclub|Russian Federation (the)|RUS|Eastern Europe|Europe|Perm (Oural)|||||No|No||||||||2009|12|4|2009|12|5|146|86|||86|||||||73,3071767219387||||
2009-0317-SVK|2009|0317||Technological|Technological|Industrial accident|Explosion||Mine|Slovakia|SVK|Eastern Europe|Europe|Handlova (Banska Bystrica)|||||No|No|||m3|||||2009|8|10|2009|8|10|20|||||||||||73,3071767219387||||
2009-0571-UKR|2009|0571||Natural|Meteorological|Extreme temperature |Cold wave|||Ukraine|UKR|Eastern Europe|Europe|'Dones''tka, Krym provinces'||||||||-15|°C|||||2009|12|21|2009|12|21|27|||||||||||73,3071767219387|1|3152;3158||'Donets''ka, Krym (Adm1). '
2010-0068-PRT|2010|0068||Natural|Hydrological|Flood|Riverine flood|||Portugal|PRT|Southern Europe|Europe|Funchal district (Ilha Da Madera province)|Torrential rain|Slide (land, mud, snow, rock)|Rain|Yes|||50|483|Km2|32.76|-16.97|||2010|2|20|2010|2|21|43|18|600||618|1440751|1933649|70000|93948|1350000|1811851|74,5094440781961|2||24789|Funchal (Adm2). 
2010-9318-RUS|2010|9318||Natural|Climatological|Drought|Drought|||Russian Federation (the)|RUS|Eastern Europe|Europe|Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Ivanovskaya Oblast, Kalmykiya Rep., Kaluzhskaya Oblast, Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Moskovskaya Oblast, Moskva, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Ryazanskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Smolenskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Tulskaya Oblast, Tverskaya Oblast, Ulyanovskaya Oblast, Vladimirskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast, Yaroslavskaya Oblast provinces||Heat wave|Wildfire|||Yes|||Km2|||||2010|4|1|2010|8|20||||||||||1400000|1878956|74,5094440781961|1|2487;2493;2494;2495;2496;2499;2507;2510;2511;2524;2527;2530;2534;2535;2537;2543;2544;2545;2549;2550;2553;2555;2557;2558;2560;2564;2565;2569;2571;2572;2574;2576||Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Ivanovskaya Oblast, Kalmykiya Rep., Kaluzhskaya Oblast, Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Moskovskaya Oblast, Moskva, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Ryazanskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Smolenskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Tulskaya Oblast, Tverskaya Oblast, Ulyanovskaya Oblast, Vladimirskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast, Yaroslavskaya Oblast (Adm1). 
2010-0380-POL|2010|0380||Natural|Hydrological|Flood|Flash flood|||Poland|POL|Eastern Europe|Europe|Bogatynia, Zgorzelec-Görlitz villages (Zgorzelec district), Radomierzyce village (Wroclaw I district) (Dolno?l?skie province)||Broken Dam/Burst bank|||||||Km2|||||2010|8|7|2010|8|8|3||700||700|||||||74,5094440781961|2||24307;24309|Wroclaw I, Zgorzelec (Adm2). 
2010-0193-POL|2010|0193||Natural|Hydrological|Flood|Riverine flood|||Poland|POL|Eastern Europe|Europe|Krakow district (Malapolske province), Warszawa district (Mazowieckje province) ; Slaskie, Podkarpackie, Opolskie, Swietokrizyskie, Malopolskie provinces|Heavy rains|Broken Dam/Burst bank||Yes|||50||Km2||||Koszarawa river, Vistule, Oder|2010|5|17|2010|5|26|16||100000||100000|||||3080000|4133704|74,5094440781961|1;2|2375;2377;2378;2381;2382|24452|Malopolske, Opolskie, Podkarpackie, Slaskie, Swietokrzyskie (Adm1). Warszawa (Adm2). 
2010-0352-RUS|2010|0352||Natural|Climatological|Wildfire|Land fire (Brush, Bush, Pasture)|||Russian Federation (the)|RUS|Eastern Europe|Europe|Nizhniy city (Krasnodarskiy Kray province), Novgorodskaya Oblast, Riazan city (Ryazanskaya Oblast province), Lipetskaya Oblast, Voronezhskaya Oblast, Belgorodskaya Oblast, Ivanovskaya Oblast, Moskva, Moskovskaya Oblast provinces|Heat wave and drought|Heat wave||Yes||Yes|700||Km2|||||2010|7||2010|8|6|53|996|5000||5996|||20000|26842|1800000|2415801|74,5094440781961|1|2495;2507;2530;2534;2535;2540;2574||Belgorodskaya Oblast, Ivanovskaya Oblast, Lipetskaya Oblast, Moskovskaya Oblast, Moskva, Novgorodskaya Oblast, Voronezhskaya Oblast (Adm1). 
